id,title,description,availability,condition,price,link,image_link,brand,product_type,custom_label_0,custom_label_1,custom_label_2
"AGC","Vaultex, 100% Twill Pant & Shirt with Yellow/Grey Reflective, Navy Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: AGC. Unit: Set.","in stock","new","46.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-with-yellow-grey-reflective-navy-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/AGC/1789030948218-AGC.png","Xpertone Creative","Workwear & Uniforms > Twill Pant & Shirt","Workwear & Uniforms","Twill Pant & Shirt","Set"
"GHK","Vaultex, 100% Twill Pant & Shirt with Yellow/Grey Reflective, Orange Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: GHK. Unit: Set.","in stock","new","46.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-with-yellow-grey-reflective-orange-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/GHK.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Twil Pant & Shirtl","Workwear & Uniforms","Twil Pant & Shirtl","Set"
"OHG","Vaultex, 100% Twill Pant & Shirt with Yellow/Grey Reflective, Petrol Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: OHG. Unit: Set.","in stock","new","46.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-with-yellow-grey-reflective-petrol-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/OHG/1789030952718-OHG.png","Xpertone Creative","Workwear & Uniforms > Twill Pant & Shirt","Workwear & Uniforms","Twill Pant & Shirt","Set"
"CBV","Vaultex, 100% Twill Pant & Shirt, Beige Color","CBV is a clothing that has 100% Twill material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with button flap, and two lower swing pockets. The pants have two swing pockets , two side pockets with velcro and two back pockets with Velcro flap .It has Elasticized Waistband at the back for improved comfort ,Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bartack, stitched seams with colorfast thread. SKU: CBV. Unit: Pcs.","in stock","new","42.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-beige-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/CBV/1789030957456-CBV.png","Xpertone Creative","Workwear & Uniforms > Pant & Shirt","Workwear & Uniforms","Pant & Shirt","Pcs"
"CGV","Vaultex, 100% Twill Pant & Shirt, Green Colour","CGV is clothing that has 100% Twill material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with a button flap, and two lower swing pockets. The pants have two swing pockets, two side pockets with velcro and two back pockets with Velcro flap. It has Elasticized Waistband at the back for improved comfort, Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bar tack, stitched seams with colourfast thread. SKU: CGV. Unit: PCS.","in stock","new","43.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-green-colour/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/CGV/1789030962125-CGV.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","PCS"
"OVT","Vaultex, 100% Twill Pant & Shirt, Orange Color","Introducing the OVT 100% Twill Pant & Shirt Set, designed for both comfort and functionality in the workplace. Crafted in China, these garments are made from high-quality twill fabric with a weight of 190 GSM, offering durability and breathability. The shirt features 2 chest pockets with flap and buttons, as well as 2 lower swing pockets for convenient storage. The pants come with 2 swing pockets, 2 side pockets with Velcro flaps for added security, and 2 back pockets with flaps. The elasticized waistband at the back ensures improved comfort throughout the day. These garments are sanforized, mercerized, and pre-shrunk to maintain their shape and size, even after multiple washes. The metal buttons add a touch of durability and style to this versatile workwear set, making it a reliable choice for various work environments. SKU: OVT. Unit: Pcs.","in stock","new","43.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-orange-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/OVT/1789030985420-OVT.png","Xpertone Creative","Workwear & Uniforms > Pant & Shirt","Workwear & Uniforms","Pant & Shirt","Pcs"
"CPV","Vaultex, 100% Twill Pant & Shirt, Petrol Blue Color","CPV is clothing that has 100% Twill material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with a button flap, and two lower swing pockets. The pants have two swing pockets, two side pockets with velcro and two back pockets with Velcro flap. It has Elasticized Waistband at the back for improved comfort, Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bar tack, stitched seams with colourfast thread. SKU: CPV. Unit: Pcs.","in stock","new","43.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-petrol-blue-color-1/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/CPV/1789039807552-CPV.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"UDO","Vaultex, 100% Twill Pant Shirt with Two Reflective, 190 gsm, Beige Color","UDO is a clothing that has 100% Twill cotton material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with zip closure, two lower swing pockets with velcro flap, Reflective tapes on both sleeves. The pants have two swing pockets , two side pockets with velcro and two back pockets with Velcro .The pants also have reflective tapes on both the legs. It has Elasticized Waistband at the back for improved comfort , Sanforized , mercerized & Pre-Shrunk all stress points reinforced with bar tack , stitched seams with colorfast thread. SKU: UDO. Unit: Pcs.","in stock","new","44.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-with-two-reflective-190-gsm-beige-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/UDO.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"SKO","Vaultex, 100% Twill Pant Shirt with Two Reflective, 190 gsm, Grey Color","SKO is clothing that has 100% Twill cotton material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with zip closure, two lower swing pockets with velcro flap, Reflective tapes on both sleeves. The pants have two swing pockets, two side pockets with velcro and two back pockets with Velcro. The pants also have reflective tapes on both legs. It has Elasticized Waistband at the back for improved comfort, Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bartack, stitched seams with colourfast thread. SKU: SKO. Unit: Pcs.","in stock","new","44.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-with-two-reflective-190-gsm-grey-color/","https://www.xpertonecreative.com/assets/img/audit-mockups/SKO.jpg","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"LDC","Vaultex, 100% Twill Pant Shirt with Two Reflective, 190 gsm, Navy Blue Color","LDC is a clothing that has 100% Twill cotton material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with zip closure, two lower swing pockets with velcro flap, Reflective tapes on both sleeves . The pants have two swing pockets , two side pockets with velcro and two back pockets with Velcro .The pants also have reflective tapes on both the legs. It has Elasticized Waistband at the back for improved comfort , Sanforized , mercerized & Pre-Shrunk all stress points reinforced with bar tack , stitched seams with colorfast thread. SKU: LDC. Unit: Pcs.","in stock","new","44.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-with-two-reflective-190-gsm-navy-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/LDC/1789030994607-LDC.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"WWB","Vaultex, 100% Twill Pant Shirt, Beige Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: WWB. Unit: Set.","in stock","new","40.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-beige-color-2/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/WWB/1789030999142-WWB.png","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Set"
"MJT","Vaultex, 100% Twill Pant Shirt, Grey Color","MJT is clothing that has 100% Twill material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with a button flap, and two lower swing pockets. The pants have two swing pockets, two side pockets with velcro and two back pockets with Velcro flap. It has Elasticized Waistband at the back for improved comfort, Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bar tack, stitched seams with colourfast thread. SKU: MJT. Unit: Pcs.","in stock","new","43.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-grey-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/MJT/1789031004142-MJT.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"WWG","Vaultex, 100% Twill Pant Shirt, Grey Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: WWG. Unit: Set.","in stock","new","40.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-grey-color-2/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/WWG.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Set"
"CNV","Vaultex, 100% Twill Pant Shirt, Navy Blue Color","CNV is clothing that has 100% Twill material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with a button flap, and two lower swing pockets. The pants have two swing pockets, two side pockets with velcro and two back pockets with Velcro flap. It has Elasticized Waistband at the back for improved comfort, Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bar tack, stitched seams with colourfast thread. SKU: CNV. Unit: Pcs.","in stock","new","42.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-navy-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/CNV/1789031008805-CNV.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"WWN","Vaultex, 100% Twill Pant Shirt, Navy Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: WWN. Unit: Set.","in stock","new","40.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-navy-blue-color-2/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/WWN.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Set"
"WWP","Vaultex, 100% Twill Pant Shirt, Petrol Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: WWP. Unit: Set.","in stock","new","40.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-petrol-blue-color-3/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/WWP/1789031013875-WWP.png","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Set"
"CYV","Vaultex, 100% Twill Pant Shirt, Yellow Color","CYV is clothing that has 100% Twill material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with a button flap, and two lower swing pockets. The pants have two swing pockets, two side pockets with velcro and two back pockets with Velcro flap. It has Elasticized Waistband at the back for improved comfort, Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bar tack, stitched seams with colourfast thread. SKU: CYV. Unit: Pcs.","in stock","new","42.00 AED","https://www.xpertonecreative.com/products/vaultex-100-twill-pant-shirt-yellow-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/CYV.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"TIE","Vaultex, 3-in-1 Winter Jacket, Yellow Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: TIE. Unit: Pcs.","in stock","new","93.00 AED","https://www.xpertonecreative.com/products/vaultex-3-in-1-winter-jacket-yellow-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/TIE/1789031018917-TIE.png","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Pcs"
"MSG","Vaultex, 65/35 Cargo Pant, 270 Gsm","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: MSG. Unit: Pcs.","in stock","new","49.00 AED","https://www.xpertonecreative.com/products/vaultex-100-cotton-cargo-pant-240-gsm/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/MSG/1789031023847-MSG.png","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"EAU","Vaultex, 65/35 Cargo Pant, 275 Gsm","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: EAU. Unit: Pcs.","in stock","new","50.00 AED","https://www.xpertonecreative.com/products/vaultex-65-35-cargo-pant-240-gsm/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/EAU/1789031028486-EAU.png","Xpertone Creative","Workwear & Uniforms > Other","Workwear & Uniforms","Other","Pcs"
"UXV","Vaultex, 65% Polyester & 35% Cotton Lab Coat, 220 Gsm White Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: UXV. Unit: Set.","in stock","new","43.00 AED","https://www.xpertonecreative.com/products/vaultex-65-polyester-35-cotton-lab-coat-220-gsm-white-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/UXV/1789031033125-UXV.png","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Set"
"MUN","Vaultex, 99% Cotton + 1% Antistatic Fire Retardant Coverall , 250 Gsm, Royal Blue Color","The MUN coverall is a 99% cotton and 1% anti-static FR coverall designed to provide maximum safety and comfort to the wearer. The coverall features reflective patches on the shoulders and rings on the sleeves, torso, and legs, providing high visibility to the wearer. It is made of sanforized, mercerized, and pre-shrunk fabric and conforms to EN ISO 11612:2010 (A1, B1, C1, E1, F1) and EN 1149-5:2008 standards. SKU: MUN. Unit: PCS.","in stock","new","103.00 AED","https://www.xpertonecreative.com/products/vaultex-99-cotton-1-antistatic-fire-retardant-coverall-250-gsm-royal-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/MUN/1789031037798-MUN.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","PCS"
"MBS","Vaultex, 99% Cotton + 1% Antistatic FR Coverall with Reflective, 220 Gsm, Royal Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: MBS. Unit: Pcs.","in stock","new","99.00 AED","https://www.xpertonecreative.com/products/vaultex-99-cotton-1-antistatic-fr-coverall-with-reflective-230-gsm-royal-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/MBS/1789031060238-MBS.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"NXG","Vaultex, Class 2 Welding Coverall with Antistatic, 250 Gsm, Royal Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: NXG. Unit: Pcs.","in stock","new","123.00 AED","https://www.xpertonecreative.com/products/vaultex-class-2-welding-coverall-with-antistatic-250-gsm-royal-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/NXG/1789031064882-NXG.png","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Pcs"
"LBF","Vaultex, Class 2 Welding Pant & Shirt with Antistatic, 250 Gsm, Royal Blue Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: LBF. Unit: Pcs.","in stock","new","132.00 AED","https://www.xpertonecreative.com/products/vaultex-class-2-welding-pant-shirt-with-antistatic-250-gsm-royal-blue-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/LBF.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Pcs"
"DCC","Vaultex, Disposable Coverall 30 gsm, White Color","The DCC is a non-medical disposable coverall made of non-woven, breathable polypropylene fabric. It features an elasticated hood, cuffs, ankles, and a storm flap over the zip for added protection. This product originates from China, is available in white color, and comes in sizes ranging from S to 5XL. Each coverall is packed individually, with 100 pieces per carton. SKU: DCC. Unit: Pcs.","in stock","new","23.00 AED","https://www.xpertonecreative.com/products/vaultex-disposable-coverall-30-gsm-white-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/DCC.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Disposable Coverall","Workwear & Uniforms","Disposable Coverall","Pcs"
"DCL","Vaultex, Disposable Coverall 40 gsm, White Color","Vaultex DCL is a Disposable Coverall that is made from a Non-Woven Breathable Polypropylene Fabric With an elasticated Hood, Cuffs and Ankles, Storm flap over zip, which is lightweight and comfortable to wear. The material is also highly resistant to tearing or ripping. These coveralls have been manufactured using a unique knitting method that gives them good stretch without losing their shape. The breathable fabric ensures maximum comfort from the inside, as it keeps your body temperature regulated even when you're working up a sweat. SKU: DCL. Unit: Pcs.","in stock","new","23.00 AED","https://www.xpertonecreative.com/products/vaultex-disposable-coverall-40-gsm-white-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/DCL/1789031070565-DCL.png","Xpertone Creative","Workwear & Uniforms > Disposable Coverall","Workwear & Uniforms","Disposable Coverall","Pcs"
"DCH","Vaultex, Disposable Coverall 50 gsm, White Color","The DCH product is a Non-Medical Disposable Coverall weighing 50 GSM. It is made of non-woven breathable polypropylene fabric and features an elasticated hood, cuffs, ankles, and a storm flap over the zip. The product is available in white color and comes in sizes ranging from S to 5XL. SKU: DCH. Unit: Pcs.","in stock","new","23.00 AED","https://www.xpertonecreative.com/products/vaultex-disposable-coverall-50-gsm-white-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/DCH.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Disposable Coverall","Workwear & Uniforms","Disposable Coverall","Pcs"
"PDC","Vaultex, Disposable Coverall, Microporous, 60 Gsm","Vaultex brand PDC is a Disposable Coverall which is made from a Non-Woven Breathable Polypropylene Fabric With elasticated Hood, Cuffs and Ankles, Storm flap over zip, which is lightweight and comfortable to wear. The material is also highly resistant to tearing or ripping. These coveralls have been manufactured using a unique knitting method that gives them good stretch without losing their shape. The breathable fabric ensures maximum comfort from the inside, as it keeps your body temperature regulated even when you're working up a sweat. This coverall is used for Light Duty Cleaning, Warehousing, Janitorial, Domestic DIY and General Maintenance. SKU: PDC. Unit: Pcs.","in stock","new","24.00 AED","https://www.xpertonecreative.com/products/vaultex-disposable-coverall-microporous-60-gsm/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/PDC.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Disposable Coverall","Workwear & Uniforms","Disposable Coverall","Pcs"
"AUM","Vaultex, Disposable Coverall, Microporous, 60 gsm, White Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: AUM. Unit: Pcs.","in stock","new","28.00 AED","https://www.xpertonecreative.com/products/vaultex-disposable-coverall-microporous-60-gsm-white-color-2/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/AUM.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > With Zipper","Workwear & Uniforms","With Zipper","Pcs"
"TDC","Vaultex, Disposable Coverall, Microporous, 60 gsm, White Color","Vaultex TDC Disposable Coverall is the best solution for the safety and protection of your staff in dry particulate and certain limited liquid chemical splash environments. This coverall provides an extra layer of protection with laminated microporous material. It has 2-way zipper with storm flap for added on-off convenience and extra protection, elastic cuffs, waist and ankles for a better Fit and Freedom of Movement, Exterior Stitched Seams, Optimal Fit. Widely used for Pharmaceuticals , Food and Beverage Manufacturing , Spray paining etc. SKU: TDC. Unit: Pcs.","in stock","new","25.00 AED","https://www.xpertonecreative.com/products/vaultex-disposable-coverall-microporous-60-gsm-white-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/TDC.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Disposable Coverall","Workwear & Uniforms","Disposable Coverall","Pcs"
"UFV","Vaultex, European Style 100% Cotton Pant Shirt with Reflective 260 gsm, Royal Blue, Part No: VFU","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: UFV. Unit: Set.","in stock","new","74.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-100-cotton-pant-shirt-with-reflective-260-gsm-royal-blue-part-no-vfu/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/UFV.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","Set"
"GEM","Vaultex, European Style 100% Cotton Pant Shirt with Reflective, 260 gsm, Grey Color","Made by Vaultex, GEM is a European style clothing that has 100% cotton and is also very comfortable to wear and use for protection. It consists of two chest pockets with zip closure, two lower swing pockets with velcro flap, Reflective tapes on both sleeves and shoulders. The pants have two side pockets with velcro and two back pockets with Velcro. The pants also have reflective tapes on both legs. It has Elasticized Waistband at the back for improved comfort, Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bartack, stitched seams with colourfast thread. SKU: GEM. Unit: Pcs.","in stock","new","60.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-100-cotton-pant-shirt-with-reflective-260-gsm-grey-color/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/GEM.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"MEG","Vaultex, European Style 100% Cotton Pant Shirt with Reflective, 260 gsm, Grey Color, Part No: GEM","Introducing the MEG 100% Cotton Pant & Shirt with Reflective (European Style) Set, designed for both durability and safety in demanding work environments. Manufactured in China, these garments are made from premium 100% cotton fabric with a robust 260 GSM weight, ensuring comfort and longevity. The shirt boasts 2 chest pockets with zip closure compartments, adding secure storage options, while the 2 lower swing pockets feature Velcro flaps for convenience. Reflective tape on both sleeves and shoulders enhances visibility in low-light conditions. The pants offer 2 swing pockets, 2 side pockets, 2 back pockets with Velcro flaps, and 1 radio pocket with a Velcro flap, ensuring ample storage for tools and equipment. The elasticized waistband at the back improves comfort during long hours of wear. Reflective tape on both legs further enhances safety. These garments are sanforized, mercerized, and pre-shrunk to maintain their shape and size, even after repeated washes. Stress points are reinforced with bar tack stitching for added durability, and all seams are stitched with colorfast thread. Elevate your workwear with the MEG Cotton Pant & Shirt Set, offering both functionality and safety on the job. SKU: MEG. Unit: PCS.","in stock","new","74.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-100-cotton-pant-shirt-with-reflective-260-gsm-grey-color-part-no-gem/","https://www.xpertonecreative.com/assets/img/products/clean-reference/uniforms/MEG.webp?v=20260916exact","Xpertone Creative","Workwear & Uniforms > With Pocket","Workwear & Uniforms","With Pocket","PCS"
"CSO","Vaultex, European Style 100% Twill Pant Shirt with Reflective 190 Gsm, Beige Color","CSO is a European style clothing that has 100% Twill cotton material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with zip closure, two lower swing pockets with velcro flap, Reflective tapes on both sleeves and shoulders. The pants have two swing pockets, two side pockets with velcro and two back pockets with Velcro. The pants also have reflective tapes on both legs. It has Elasticized Waistband at the back for improved comfort, Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bartack, stitched seams with colourfast thread. SKU: CSO. Unit: Pcs.","in stock","new","59.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-100-twill-pant-shirt-with-reflective-190-gsm-beige-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/CSO/1789039943558-CSO.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"DUE","Vaultex, European Style 100% Twill Pant Shirt with Reflective 190 gsm, Navy Blue Color","DUE is a European style clothing that has 100% Twill cotton material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with zip closure, two lower swing pockets with velcro flap, Reflective tapes on both sleeves and shoulders. The pants have two swing pockets, two side pockets with velcro and two back pockets with Velcro. The pants also have reflective tapes on both legs. It has Elasticized Waistband at the back for improved comfort, Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bartack, stitched seams with colourfast thread. SKU: DUE. Unit: Pcs.","in stock","new","59.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-100-twill-pant-shirt-with-reflective-190-gsm-navy-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/DUE/1789031081993-DUE.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"MPG","Vaultex, European Style 100% Twill Pant Shirt with Reflective, 190 gsm, Grey Color","MPG is a European style clothing that has 100% Twill cotton material and is also very comfortable to wear and use for protection manufactured by VAULTEX, a protective clothing making company. It consists of two chest pockets with zip closure, two lower swing pockets with velcro flap, Reflective tapes on both sleeves and shoulders. The pants have two swing pockets, two side pockets with velcro and two back pockets with Velcro. The pants also have reflective tapes on both legs. It has Elasticized Waistband at the back for improved comfort, Sanforized, mercerized & Pre-Shrunk all stress points reinforced with bartack, stitched seams with colourfast thread. SKU: MPG. Unit: Pcs.","in stock","new","59.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-100-twill-pant-shirt-with-reflective-190-gsm-grey-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/MPG/1789031087509-MPG.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"TDB","Vaultex, European Style 100% Twill Pant Shirt with Reflective, 190 gsm, Petrol Blue Color","TDB by Vaultex is a 100% Twill Cotton Pant & Shirt with Reflectives.The Shirts has 2 Chest Pockets with Zip Closure Compartment & 2 Lower Swing Pockets with Velcro Flap, Reflective Tapes on Both Sleeves & Shoulders and the Pant has 2 Swing Pockets, 2 Side Pockets with Velcro Flap, 2 Side Pockets with Velcro & 2 Back Pockets with Velcro Flap, Elasticized Waist Band At The Back For Improved Comfort, Reflective Tapes on Both Legs. SKU: TDB. Unit: Pcs.","in stock","new","59.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-100-twill-pant-shirt-with-reflective-190-gsm-petrol-blue-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/TDB/1789031094299-TDB.png","Xpertone Creative","Workwear & Uniforms > Protective Coverall","Workwear & Uniforms","Protective Coverall","Pcs"
"DNE","Vaultex, European Style 35/65 Coverall with Reflective 240 Gsm, Grey Color","Workwear & Uniforms supplied by Xpertone Creative in Dubai and across the UAE. SKU: DNE. Unit: Set.","in stock","new","60.00 AED","https://www.xpertonecreative.com/products/vaultex-european-style-35-65-coverall-with-reflective-235-gsm-grey-color/","https://myodfvshmusywmhdozwt.supabase.co/storage/v1/object/public/product-photos/DNE/1789031100398-DNE.png","Xpertone Creative","Workwear & Uniforms > Coverall 240 GSM","Workwear & Uniforms","Coverall 240 GSM","Set"
